word,pinyin,derivation,常用
温凊定省,wēn qǐng dìng shěng,语出《礼记·曲礼上》凡为人子之礼，冬温而夏凊，昏定而晨省。,0
温柔敦厚,wēn róu dūn hòu,《礼记·经解》温柔敦厚，《诗》教也。,0
温润而泽,wēn rùn ér zé,《礼记·聘义》昔者君子比德于玉焉，温润而泽，仁也。,0
温生绝裾,wēn shēng jué jū,南朝·宋·刘义庆《世说新语·尤悔》温公初受，刘司空使劝进，母崔氏固驻之，峤绝裾而去。,0
温文尔雅,wēn wén ěr yǎ,清·蒲松龄《聊斋志异·陈锡九》此名士之子，温文尔雅，乌能作贼？,0
温文儒雅,wēn wén rú yǎ,清·文康《儿女英雄传》缘起首回为首的是个半老的儒者气象……次后便是一个温文儒雅的白面书生。,0
温席扇枕,wēn xí shān zhěn,唐·杨炯《从弟去盈墓志铭》子之承亲，温席扇枕；子之友悌，同舆共寝。,0
温香艳玉,wēn xiāng yàn yù,无,0
温枕扇席,wēn zhěn shān xí,《陈书·沈炯传》每跪读家书，前惧后喜，温枕扇席，无复成童。,0
文不对题,wén bù duì tí,冰心《我的学生》她睡梦中常说英语—有时文不对题的使人发笑。,0
文不加点,wén bù jiā diǎn,汉·祢衡《鹦鹉赋序》衡因为赋，笔不停辍，文不加点。,0
文采风流,wén cǎi fēng liú,唐·杜甫《丹青引赠曹将军霸》诗英雄割据虽已矣，文采风流今尚存。清·恽敬《同游海幢寺记》夫士大夫登朝之后，大都为世事牵挽，一二有性情者，方能以文采风流、友朋意气相尚。,0
文弛武玩,wén chí wǔ wán,清·夏燮《中西纪事·剿抚异同》成庙暮年，深见承平日久，文弛武玩，禁烟之令稍以操切治之，辄启边衅。,0
文从字顺,wén cóng zì shùn,唐·韩愈《南阳樊绍述墓志铭》文从字顺各识职，有欲求之此其躅。,0
文觌武匿,wén dí wǔ nì,语出《国语·周语中》武不可觌，文不可匿。,0
文房四宝,wén fáng sì bǎo,宋·梅尧臣《再和潘歙州纸砚》诗文房四宝出二郡，迩来赏玩君与予。,0
文房四侯,wén fáng sì hòu,参阅宋·苏易简《文房四谱》引文嵩《四侯传》。,0
文房四士,wén fáng sì shì,宋·陆游《闲居无客所与度日笔砚纸墨而已戏作长句》诗水复山重客到稀，文房四士独相依。,0
文房四物,wén fáng sì wù,宋·陈师道《〈寇参军集〉序》张、李氏之墨，吴、唐、蜀、闽、两越之纸，端溪、歙穴之砚，鼠须栗尾狸毫兔颖之笔，所谓文房四物，山藏海蓄，极天下之选。,0
文房四艺,wén fáng sì yì,明·凌濛初《二刻拍案惊奇》卷二自古书、画、琴、棋，谓之文房四艺。,0
文风不动,wén fēng bù dòng,清·曹雪芹《红楼梦》第二十九回偏生那玉坚硬非常，摔了一下，竟文风不动。,0
文过其实,wén guò qí shí,《后汉书·冯衍传下》显宗即位，又多短衍以文过其实，遂废于家。,0
文过饰非,wén guò shì fēi,《论语·子张》小人之过也必文。《庄子·盗跖》辩足以饰非。唐·刘知几《史通·惑经》岂与夫庸儒末学，文过饰非，使夫问者缄辞社口，怀疑不展，若斯而已哉？,0
文过遂非,wén guò suí fēi,宋·苏轼《论时政状》而近日之事，乃有文过遂非之风，此臣之所以愤懑太息而不能已也。,0
文籍先生,wén jí xiān shēng,无,0
文奸济恶,wén jiān jì è,无,0
文江学海,wén jiāng xué hǎi,唐·郑愔《柏梁体联句》文江学海恩济航。,0
文经武略,wén jīng wǔ lüè,无,0
文经武纬,wén jīng wǔ wěi,唐·颜真卿《郭公庙碑铭》文经武纬，训徒陟步。,0
文君司马,wén jūn sī mǎ,《史记·司马相如列传》载汉代辞赋家司马相如，在宴席上以琴音挑动临邛富商卓王孙寡居的女儿卓文君；文君夜奔相如，与之结为夫妇。卓王孙不认这门亲事，司马相如与卓文君开了个酒馆，文君当炉卖酒，相如穿着犊鼻裤与奴仆一道洗器皿，卓王孙感到耻,0
文君新寡,wén jūn xīn guǎ,《史记·司马相如列传》是时卓王孙有女文君，新寡，好音，故相如缪与令相重，而以琴心挑之。……既罢，相如乃使人重赐文君侍者通殷勤。文君夜亡奔相如，相如乃与驰归成都。,0
文君新醮,wén jūn xīn jiào,《史记·司马相如列传》是时卓王孙有女文君，新寡，好音，故相如缪与令相重，而以琴心挑之。……既罢，相如乃使人重赐文君侍者通殷勤。文君夜亡奔相如，相如乃与驰归成都。,0
文婪武嬉,wén lán wǔ xī,无,0
文理不通,wén lǐ bù tōng,《旧五代史·选举志》况此等多不究义，唯攻帖书，文理既不甚通，名第岂可妄与？,0
文理俱惬,wén lǐ jù qiè,《旧唐书·陆扆传》扆文思敏速，初无思虑，挥翰如飞，文理俱惬。,0
文期酒会,wén qī jiǔ huì,宋·柳永《玉蝴蝶》难忘，文期酒会，几孤风月，屡变星霜。,0
文人墨客,wén rén mò kè,清·韩邦庆《海上花列传》而那些封建旧文化培养出来的文人墨客、风流雅士，置国事于不问，整天吃花酒，作艳诗。,0
文人墨士,wén rén mò shì,清·李汝珍《镜花缘》第一百回那知百花仙子忽然命他把那泣红亭的碑记付给文人墨士去做稗官野史；他捧了这碑记日日寻访，何能凑巧？,0
文人无行,wén rén wú xíng,无,0
文人相轻,wén rén xiāng qīng,三国魏·曹丕《典论·论文》文人相轻，自古而然。,0
文人学士,wén rén xué shì,无,0
文如其人,wén rú qí rén,宋·苏轼《答张文潜书》子由之文实胜仆，而世俗不知，乃以为不如；其为人深不愿人知之，其文如其为人。,0
文弱书生,wén ruò shū shēng,南朝·宋·刘义庆《世说新语·赏誉下》士龙为人，文弱可爱。,0
文山会海,wén shān huì hǎi,无,0
文身断发,wén shēn duàn fā,无,0
文身剪发,wén shēn jiǎn fā,无,0
文身翦发,wén shēn jiǎn fā,无,0
文深网密,wén shēn wǎng mì,无,0
文丝不动,wén sī bù dòng,无,0
文似其人,wén sì qí rén,无,0
文搜丁甲,wén sōu dīng jiǎ,明·陈汝元《金莲记·偕计》诗泣鬼神，宝气腾吴练；文搜丁甲，精芒全烁秦金。,0
文韬武略,wén tāo wǔ lüè,明·施耐庵《水浒全传》第四十七回你便有文韬武略，怎逃出地网天罗。,0
文恬武嬉,wén tián wǔ xī,唐·韩愈《平淮西碑》相臣将臣，文恬武嬉，习熟见闻，以为当然。,0
文通残锦,wén tōng cán jǐn,典出《南史·江淹传》。南朝梁江淹，字文通，年轻时就很有才华。传说他晚年梦见晋张协对他说前以一匹锦相寄，今可见还。江淹把几尺残锦奉还，张大怒说那得割截都尽。江淹的文才从此大不如前。,0
文无加点,wén wú jiā diǎn,无,0
文武差事,wén wǔ chà shì,无,0
文武兼备,wén wǔ jiān bèi,无,0
文武全才,wén wǔ quán cái,《旧五代史·和凝传》和公文武全才而有志气，后必享重位，尔宜谨事之。,0
文武双全,wén wǔ shuāng quán,《旧唐书·李光弼传》蕴孙、吴之略、有文武之才。,0
文武之道,wén wǔ zhī dào,先秦·孔子《论语·子张》文武之道未坠于地，在人，贤者识其大者。,0
文献之家,wén xiàn zhī jiā,无,0
文星高照,wén xīng gāo zhào,无,0
文行出处,wén xíng chū chǔ,《周易·系辞上》君子之道，或出或处。《论语·述而》子以四教，文、行、忠、信。,0
文修武备,wén xiū wǔ bèi,无,0
文修武偃,wén xiū wǔ yǎn,无,0
文以载道,wén yǐ zài dào,宋·周敦颐《通书·文辞》文所以载道也。轮辕饰而人弗庸，徒饰也，况虚车乎。,0
文圆质方,wén yuán zhì fāng,无,0
文章盖世,wén zhāng gài shì,无,0
文章经济,wén zhāng jīng jì,无,0
文章巨公,wén zhāng jù gōng,唐·李贺《高轩过》马蹄隐耳声隆隆，入门下马气如虹，云是东京才子，文章巨公。,0
文章钜公,wén zhāng jù gōng,无,0
文章魁首,wén zhāng kuí shǒu,无,0
文章山斗,wén zhāng shān dòu,语本《新唐书·韩愈传》自愈之没，其言大行，学者仰之如泰山北斗云。,0
文章宿老,wén zhāng sù lǎo,《新唐书·李峤传》李峤富才思，然其仕前与王勃、杨盈川接，中与崔融、苏味道齐名，晚诸人没，而为文章宿老，一时学者取法焉。,0
文章星斗,wén zhāng xīng dòu,无,0
文章憎命,wén zhāng zèng mìng,唐·杜甫《天末怀李白》诗文章憎命达，魑魅喜人过。,0
文章宗工,wén zhāng zōng gōng,无,0
文章宗匠,wén zhāng zōng jiàng,无,0
文昭武穆,wén zhāo wǔ mù,古代宗法制度，宗庙位次，始祖庙居中，以下父子递为昭穆，左为昭，右为穆。祭祀时，子孙也按昭穆，左右排列行礼。周文王于周为穆，文王之子武王则为昭，而武王之子成王又为穆。,0
文治武功,wén zhì wǔ gōng,《礼记·祭法》文王以文治，武王以武治，去民之灾，比皆有功烈于民者也。,0
文治武力,wén zhì wǔ lì,无,0
文质彬彬,wén zhì bīn bīn,《论语·雍也》质胜文则野，文胜质则史，文质彬彬，然后君子。,2
文质斌斌,wén zhì bīn bīn,无,0
文子同升,wén zǐ tóng shēng,语出《论语·宪问》公叔文子之臣大夫僸与文子同升诸公。子闻之，曰‘可以为文矣。’,0
文子文孙,wén zǐ wén sūn,《书·立政》继自今，文子文孙其勿误于庶狱庶慎，惟正是乿之。孔传文子文孙，文王之子孙。一说为守文之子孙。见孙星衍疏。,0
文宗学府,wén zōng xué fǔ,无,0
纹丝不动,wén sī bù dòng,明·兰陵笑笑生《金瓶梅词话》第38回金莲坐在床上，纹丝儿不动，把脸儿沉着。,0
闻宠若惊,wén chǒng ruò jīng,无,0
闻风而动,wén fēng ér dòng,宋·陈亮《祭赵尉母夫人文》登堂莫及，闻风而起。,0
闻风而起,wén fēng ér qǐ,宋·陈亮《祭赵尉母夫人文》登堂莫及，闻风而起。,0
闻风而逃,wén fēng ér táo,清·李宝嘉《官场现形记》第十二回只要望见土匪的影子，早已闻风而逃。,0
闻风而兴,wén fēng ér xīng,无,0
闻风而至,wén fēng ér zhì,无,0
闻风破胆,wén fēng pò dǎn,无,0
闻风丧胆,wén fēng sàng dǎn,无,0
闻风响应,wén fēng xiǎng yīng,无,0
闻风远遁,wén fēng yuǎn dùn,明·冯梦龙《古今小说·木绵庵郑虎臣报冤》贾似道打听得蒙古有事北归，鄂州围解，遂将议和称臣纳币之事瞒过不提，上表夸张己功。只说蒙古俱己威名，闻风远遁。,0
闻风远扬,wén fēng yuǎn yáng,明·冯梦龙《古今小说·木绵庵郑虎臣报冤》贾似道打听得蒙古有事北归，鄂州围解，遂将议和称臣纳币之事瞒过不提，上表夸张己功。只说蒙古俱己威名，闻风远遁。,0
闻过则喜,wén guò zé xǐ,《孟子·公孙丑上》子路人告之以有过则喜。,0
闻鸡起舞,wén jī qǐ wǔ,《晋书·祖逖传》中夜闻荒鸡鸣，蹴琨觉，曰‘此非恶声也。’因起舞。,0
闻雷失箸,wén léi shī zhù,《三国志·蜀书·先主传》是时曹公从容谓先主曰‘今天下英雄，唯使君与操耳。本初之徒，不足数也。’先主方食，失匕箸。,0
闻名丧胆,wén míng sàng dǎn,无,0
闻名遐迩,wén míng xiá ěr,《南齐书·高帝纪上》上流声议，遐迩所闻。,0
闻融敦厚,wén róng dūn hòu,无,0
闻声相思,wén shēng xiāng sī,《鬼谷子·内揵》君臣上下之事，有远而亲，近而疏，就之不用，去之反求，日进前不御，遥闻声而相思。,0
闻所不闻,wén suǒ bù wén,无,0
闻所未闻,wén suǒ wèi wén,《史记·郦生陆贾列传》越中无足与语，至生来，令我日闻所未闻。,1
闻噎废食,wén yē fèi shí,无,0
闻一知二,wén yī zhī èr,《论语·公冶长》赐也何敢望回？回也闻一以知十，赐也闻一以知二。,0
闻一知十,wén yī zhī shí,《论语·公冶长》赐也何敢望回？回也闻一以知十，赐也闻一以知二。,0
刎颈之交,wěn jǐng zhī jiāo,《史记·廉蔺相如列传》卒相与欢，为刎颈之交。,0
稳步前进,wén bù qián jìn,无,0
稳操胜券,wén cāo shèng quàn,《管子·明法解》故明操必胜之数，以治必用之民。,0
稳操胜算,wén cāo shèng suàn,《管子·明法解》故明操必胜之数，以治必用之民。,0
稳操左券,wén cāo zuǒ quàn,《史记·田敬仲完世家》公常执左券以责于秦韩。,0
稳吃三注,wén chī sān zhù,无,0
稳如泰山,wěn rú tài shān,汉·枚乘《上书谏吴王》变所欲为，易于反掌，安于泰山。,0
稳扎稳打,wěn zhā wěn dǎ,毛泽东《关于情况的通报》我们的方针是稳扎稳打，不求速效。,0
问安视寝,wèn ān shì qǐn,无,0
问安视膳,wèn ān shì shàn,《礼记·文王世子》文王之为世子，朝于王季日三。鸡初鸣而衣服，至于寝门外，问内竖之御者曰‘今日安否何如？’……食上，必在视寒暖之节，食下，问所膳。,0
问长问短,wèn cháng wèn duǎn,清·曹雪芹《红楼梦》第一百二十五回王夫人更不用说拉着甄宝玉问长问短，觉得比自己家的宝玉老成些。,0
问道于盲,wèn dào yú máng,唐·韩愈《答陈生书》足下求速化之术，不于其人，乃以访愈，是所谓借听于聋，求道于盲。,0
问鼎轻重,wèn dǐng qīng zhòng,《左传·宣公三年》楚子问鼎之大小轻重焉？,0
问鼎中原,wèn dǐng zhōng yuán,传说古代夏禹铸造九鼎，代表九州，作为国家权力的象征。夏、商、周三代以九鼎为传国重器，为得天下者所据有。,0
问官答花,wèn guān dá huā,无,0
问寒问暖,wèn hán wèn nuǎn,康濯《我在乡下》他短不了上我屋里来拉扯个时事，还常常问寒问暖问吃问住，亲热的不行。,0
问柳评花,wèn liǔ píng huā,无,0
问柳寻花,wèn liǔ xún huā,无,0
问牛知马,wèn niú zhī mǎ,《汉书·赵广汉传》钩距者，设欲知马贾（价），则先问狗，已问羊，又问牛，然后及马，参伍其贾，以类相准，则知马之贵贱，不失实矣。,0
问寝视膳,wèn qǐn shì shàn,无,0
问舍求田,wèn shě qiú tián,《三国志·魏书·陈登传》君有国士之名，今天下大乱，帝主失所，望君忧国忘家，有救世之意，而君求田问舍，言无可采，是元龙所讳也，何缘当与君语。,0
问十道百,wèn shí dào bǎi,无,0
问天买卦,wèn tiān mǎi guà,无,0
问心无愧,wèn xīn wú kuì,清·李宝嘉《官场现形记》第二十二回就是将来外面有点风声，好在这钱不是老爷自己得的，自可以问心无愧。,0
问羊知马,wèn yáng zhī mǎ,《汉书·赵广汉传》钩距者，设欲知马贾（价），则先问狗，已问羊，又问牛，然后及马。,0
问一答十,wèn yī dá shí,无,0
问诸水滨,wèn zhū shuǐ bīn,《左传·僖公四年》贡之不入，寡君之罪也，敢不共给？昭王之不复，君其问诸水滨！,0
问罪之师,wèn zuì zhī shī,清·蒲松龄《聊斋志异·葛巾》日已向辰，喜无问罪之师。,0
汶阳田反,wèn yáng tián fǎn,无,0
瓮尽杯干,wèng jìn bēi gān,明·凌蒙初《初刻拍案惊奇》第15卷陈秀才那时已弄得瓮尽杯干，只得收了心，在家读书。,0
瓮里醯鸡,wèng lǐ xī jī,《列子·天瑞》厥昭生乎湿，醯鸡生乎酒。,0
瓮声瓮气,wèng shēng wèng qì,无,0
瓮天蠡海,wèng tiān lí hǎi,无,0
瓮天之见,wèng tiān zhī jiàn,宋·黄庭坚《再次韵奉答子由》诗似逢海若谈秋水，始觉醯鸡守瓮天。,0
瓮牖桑枢,wèng yǒu sāng shū,无,0
瓮牖绳枢,wèng yǒu shéng shū,汉·贾谊《过秦论》然而陈涉，瓮牖绳枢之子，氓隶之人，而迁徒之徒也。,0
瓮中之鳖,wèng zhōng zhī biē,明·冯梦龙《喻世明言》卷十八杨八老和一群百姓们，都被倭奴擒了，好似瓮中之鳖，釜中之鱼，没处躲闪，只得随顺以图苟活。,0
瓮中捉鳖,wèng zhōng zhuō biē,元·康进之《李逵负荆》第四折这是揉着我山儿的痒处，管教他瓮中捉鳖，手到拿来。,0
窝火憋气,wō huǒ biē qì,周立波《暴风骤雨》第一部五李青山有些胆怯，他退到门边，嘴头咕噜着‘滚就滚吧！’扭转身子，窝火憋气地迈出门去了。,0
窝停主人,wō tíng zhǔ rén,宋洪迈《夷坚癸志·李五郎》为盗有求不惬，诬为窝停主人，诉于郡，不见察，故陷党中。,0
蜗角虚名,wō jiǎo xū míng,宋·苏轼《满庭芳》词蜗角虚名蝇头微利，算来着甚干忙。,0
蜗角蝇头,wō jiǎo yíng tóu,《庄子·则阳》有国于蜗之左角者，曰触氏，有国于蜗之右角者，曰蛮氏，时相与争地而战，伏尸数万，逐北，旬有五日而后反。,0
蜗角之争,wō jiǎo zhī zhēng,《庄子·则阳》有国于蜗之左角者，曰触氏，有国于蜗之右角者，曰蛮氏，时相与争地而战，伏尸数万，逐北，旬有五日而后反。,0
蜗名微利,wō míng wēi lì,无,0
蜗舍荆扉,wo she jing fei,无,0
蜗行牛步,wō xíng niú bù,无,0
我黼子佩,wǒ fǔ zǐ pèi,无,0
我负子戴,wǒ fù zǐ dài,无,0
我见犹怜,wǒ jiàn yóu lián,南朝宋·虞通之《妒记》我见汝亦怜，何况老奴。,0
我武惟扬,wǒ wǔ wéi yáng,《尚书·泰誓中》今朕必往，我武惟扬，侵于之疆，取彼凶残，我伐用张，于汤有光。,0
我心如秤,wǒ xīn rú chèng,《冯堂书钞》卷三七引诸葛亮《杂言》我心如秤，不能为人作轻重。,0
我行我素,wǒ xíng wǒ sù,《礼记·中庸》君子素其位而行，不愿乎其外。素富贵行乎富贵，素贫贱行乎贫贱，素夷狄行乎夷狄，素患难行乎患难，君子无入而不自得焉。,0
我醉欲眠,wǒ zuì yù mián,《宋书·陶潜传》贵贱造之者，有酒辄设。潜若先醉，便语客‘我醉欲眠，卿可去。’其直率如此。,0
捰袖揎拳,luò xiù xuān quán,无,0
沃野千里,wò yě qiān lǐ,《汉书·张良传》夫关中左殽函，右陇蜀，沃野千里。,0
卧不安席,wò bù ān xí,《战国策·楚策一》寡人卧不安席，食不甘味，心摇摇如悬旌，而无所终薄。,0
卧床不起,wò chuáng bù qǐ,明·罗贯中《三国演义》吴主孙休，闻司马炎已篡魏，知其必将伐吴，忧虑成疾，卧床不起。,0
卧虎藏龙,wò hǔ cáng lóng,北周·庾信《同会河阳公新造山地聊得寓目》诗暗石疑藏虎，盘根似卧龙。,0
卧榻鼾睡,wò tà hān shuì,宋·岳珂《程史·徐铉入聘》卧榻之侧，岂容他人安睡耶？,0
卧薪尝胆,wò xīn cháng dǎn,《史记·越王勾践世家》越王勾路反国，乃苦身焦思，置胆于坐，坐卧即仰胆，饮食亦尝胆也。,0
卧雪眠霜,wò xuě mián shuāng,无,0
握发吐哺,wò fā tǔ bǔ,《韩诗外传》卷三成王封伯禽于鲁，周公诫之曰‘往矣！子其无以鲁国骄士。吾文王之子，武王之弟，成王之叔父也，又相天下，吾于天下亦不轻矣，然一沐三握发，一饭三吐哺，犹恐失天下之士。’《史记·鲁周公世家》亦记此事。,0
握发吐飧,wò fā tǔ sūn,无,0
握风捕影,wò fēng bǔ yǐng,无,0
握纲提领,wò gāng tí lǐng,无,0
握铅抱椠,wò qiān bào qiàn,语出《西京杂记》卷三扬子云好事，常怀铅提椠，从诸计吏，访殊方绝域四方之语。,0
握拳透掌,wò quán tòu zhǎng,无,0
握拳透爪,wò quán tòu zhǎo,唐·郑綮《开天传言记》棺配而肌肉如生，握拳不开，爪透手背，远近惊异。,0
握蛇骑虎,wò shé qí hǔ,《魏书·彭城王传》彦和手握蛇骑虎，不觉艰难。,0
握手言欢,wò shǒu yán huān,《后汉书·李通传》及相见，共语移日，握手极欢。,0
握素怀铅,wò sù huái qiān,无,0
握素披黄,wò sù pī huáng,无,0
握粟出卜,wò sù chū bo,《诗·小雅·小宛》握粟出卜，是何能谷。郑玄笺但持粟行卜，求其胜负。,0
握炭流汤,wò tàn liú tāng,无,0
握雾拏云,wò wù ná yún,元·无名氏《连环记》第一折这其间多亏了张子房说地谈天口，韩元帅握雾拏云手。,0
握瑜怀瑾,wò yú huái jǐn,《楚辞·九章·怀沙》怀瑾握瑜兮，穷不知所示。,0
握瑜怀玉,wò yú huái yù,无,0
握雨携云,wò yǔ xié yún,战国楚宋玉《高唐赋》昔者先王尝游高唐，怠而昼寝，梦见一妇人，曰‘妾巫山之女也，为高唐之客。闻君游高唐，原荐枕席。’王因幸之。去而辞曰‘妾在巫山之阳，高丘之阻，旦为朝云，暮为行雨，朝朝暮暮，阳台之下。’,0
握云拿雾,wò yún ná wù,元·陈以仁《存孝打虎》第一折则你那龙韬虎略人难赛，握云拿雾施兵策，排兵布阵添精彩。,0
乌白马角,wū bái mǎ jiǎo,《燕丹子》卷上燕太子丹质于秦，秦王遇之无礼，不得意，欲求归。秦王不听，谬言曰‘令乌白头，马生角，乃可许耳。’,0
乌飞兔走,wū fēi tù zǒu,唐·韩琮《春愁》诗金乌长飞玉兔走，青鬓长青古无有。唐·韦庄《秋日早行》诗行人自是心如火，兔走乌飞不觉长。,0
乌合之众,wū hé zhī zhòng,《后汉书·耿弇传》归发突骑以辚乌合之众，如摧枯折腐耳。,0
乌集之交,wū jí zhī jiāo,无,0
乌集之众,wū jí zhī zhòng,无,0
乌焦巴弓,wū jiāo bā gōng,蔡东藩、许廑父《民国演义》五回良弼正要进门，猛听得一声怪响，不禁却顾，可巧弹落脚旁，把左足轰得乌焦巴弓，呼痛未终，已是晕倒。,0
乌帽红裙,wū mào hóng qún,无,0
乌面鹄形,wū miàn hú xíng,无,0
乌鸟私情,wū niǎo sī qíng,晋·李密《陈情表》乌鸟私情，愿乞终养。,0
乌七八糟,wū qī bā zāo,无,0
乌天黑地,wū tiān hēi dì,无,0
乌头马角,wū tóu mǎ jiǎo,无,0
乌烟瘴气,wū yān zhàng qì,无,0
乌焉成马,wū yān chéng mǎ,《周礼·天官·缝人》丧，缝棺饰焉汉郑玄注故书焉为马，杜子春云‘当为焉’。古谚书经三写，乌焉成马。,0
乌衣门第,wū yī mén dì,无,0
乌衣之游,wū yī zhī yóu,《宋书·谢弘微传》混风格高峻，少所交纳，唯与族子灵运、瞻、矅、弘微并以文酒赏会。尝共宴处，居在乌衣巷，故谓之乌衣之游，混五言诗所云‘昔为乌衣游，戚戚皆亲侄’者也。,0
乌衣子弟,wū yī zǐ dì,清·孔尚任《桃花扇·拒媒》水阁含春，便有那乌衣子弟伴红裙。,0
乌有先生,wū yǒu xiān shēng,汉·司马相如《子虚赋》楚使子虚使于齐，王悉发车骑，与使者出畋。畋罢，子虚过姹乌有先生，亡是公存焉。,0
乌踷兔走,wū cún tù zǒu,无,0
污泥浊水,wū ní zhuó shuǐ,无,0
污七八糟,wū qī bā zāo,无,0
污手垢面,wū shǒu gòu miàn,无,0
呜呼哀哉,wū hū āi zāi,《诗经·大雅·召昮》於乎哀哉，维今之人，不尚有旧。《左传·哀十六年》呜呼哀哉，尼父！无自律！,0
呜呼噫嘻,wū hū yī xī,无,0
巫山洛浦,wū shān luò pǔ,巫山指楚王与巫山神女梦中相会的典故。洛浦洛水之滨。传说中有洛水女神，三国魏曹植渡洛水时，因感战国楚宋玉对楚王与神女事，遂作《洛神赋》◇以巫山、洛浦二典合用。,0
巫山云雨,wū shān yún yǔ,战国楚·宋玉《高唐赋序》妾在巫山之阳，高丘之阻。旦为朝云，暮为行雨，朝朝暮暮，阳台之下。,0
巫云楚雨,wū yún chǔ yǔ,无,0
屋如七星,wū rú qī xīng,唐·冯赞《云仙杂记》郑广文，星屋破漏，从下望之，窍如七星。,0
屋上建瓴,wū shàng jiàn líng,无,0
屋乌推爱,wū wū tuī ài,无,0
屋乌之爱,wū wū zhī ài,《尚书大传·大战》爱人者，兼其屋上之乌。,0
屋下架屋,wū xià jià wū,北齐·颜之推《谚氏家训·序致》理重事复，递相模效，犹屋下架屋，床上施床耳。,0
屋下作屋,wū xià zuò wū,无,0
诬良为盗,wū liáng wéi dào,无,0
无般不识,wú bān bù shí,无,0
无背无侧,wú bèi wú cè,无,0
无边风月,wú biān fēng yuè,宋·朱熹《六先生画像赞·濂溪先生》风月无边，庭草交翠。,0
无边无际,wú biān wú jì,清·钱采《说岳全传》第66回白茫茫一片无边无际，原来是太湖边上。,0
无边无沿,wú biān wú yán,无,0
无边无垠,wú biān wú yín,无,0
无病呻吟,wú bìng shēn yīn,宋·辛弃疾《临江仙》词百年光景百年心，更欢须叹息，无病也呻吟。,0
无病自炙,wú bìng zì jiǔ,《庄子·盗跖》柳下季曰‘跖得无逆汝意若前乎？’孔子曰‘然，丘所谓无病而自炙也。’,0
无补于事,wú bǔ yú shì,无,0
无肠公子,wú cháng gōng zǐ,晋·葛洪《抱朴子·登涉》称无肠公子者，蟹也。,0
无肠可断,wú cháng kě duàn,宋·石孝祥《愁倚阑》词衰草低衬斜阳。斜阳外，水冷云黄。借使有肠也须断，况无肠。,0
无耻之尤,wú chǐ zhī yóu,姚雪垠《李自成》第二卷第十八章至于替魏忠贤建立生祠，更被人们认为是‘无耻之尤’,0
无出其右,wú chū qí yòu,《史记·田叔列传》上尽召见，与语，汉廷臣毋能出其右者。《汉书·高帝纪下》贤赵臣田叔、孟舒等十人，如见与语，汉庭臣无能出其右者。,0
无从置喙,wú cóng zhì huì,无,0
无大不大,wú dà bù dà,无,0
无大无小,wú dà wú xiǎo,无,0
无待蓍龟,wú dài shī guī,《周易·系辞上》探赜索隐，钩深致远，以定天下吉凶，成天下之娓娓者，莫大乎蓍龟。,0
无党无偏,wú dǎng wú piān,无,0
无德而称,wú dé ér chēng,无,0
无的放矢,wú dì fàng shǐ,无,0
无敌天下,wú dí tiān xià,先秦·孟轲《孟子·公孙丑上》则无敌于天下。,0
无地可容,wú dì kě róng,清·曹雪芹《红楼梦》第94回李纨正要劝解，丫头来说，太太来了。袭人等此时无地可容，宝玉等赶忙出来迎接。,0
无地自处,wú dì zì chǔ,无,0
无地自厝,wú dì zì cuò,无,0
无地自容,wú dì zì róng,《三国志·魏志·管宁传》夙宵战怖，无地自厝。,0
无颠无倒,wú diān wú dǎo,无,0
无冬历夏,wú dōng lì xià,无,0
无冬无夏,wú dōng wú xià,《诗经·陈风·宛丘》无冬无夏，值其鹭羽。,0
无动为大,wú dòng wéi dà,无,0
无动于中,wú dòng yú zhōng,清·李宝嘉《官场现形记》第三十三回以至顶到如今，偏偏碰着这位制军是不轻容易见客的，他见也好，不见也好，便也漠然无动于中了。,0
无动于衷,wú dòng yú zhōng,清·李宝嘉《官场现形记》第三十三回以至顶到如今，偏偏碰着这位制军是不轻容易见客的，他见也好，不见也好，便也漠然无动于中了。,2
无洞掘蟹,wú dòng jué xiè,无,0
无独有偶,wú dú yǒu ǒu,刘半农《奉答王敬轩先生》先生与这位老夫子，可称无独有偶。,0
无端生事,wú duān shēng shì,无,0
无恶不为,wú è bù wéi,无,0
无恶不造,wú è bù zào,无,0
无恶不作,wú è bù zuò,清·郑燮《范县署中寄舍弟墨书》五宋自绍兴以来，主和议，增岁币，送尊号，处卑朝，括民膏，戮大将，无恶不作，无陋不为。,0
无法无天,wú fǎ wú tiān,清·曹雪芹《红楼梦》第三十三回你在家不读书也罢了，怎么又做出这无法无天的事来。,0
无方之民,wú fāng zhī mín,无,0
无风起浪,wú fēng qǐ làng,唐·希运《黄檗断际禅师宛陵录》达摩西来，无风起浪；世尊拈花，一耻缺。宋·释道原《景德传灯录》卷二十六洋澜左蠡，无风浪起。,0
无风生浪,wú fēng shēng làng,无,0
无风扬波,wú fēng yáng bō,无,0
无风作浪,wú fēng zuò làng,鲁迅《集外集·咬嚼未始乏味》原文云却于‘她’字没有讽过。答曰那是译 she 的，并非无风作浪。,0
无缝天衣,wú féng tiān yī,无,0
无服之丧,wú fú zhī sàng,无,0
无服之殇,wú fú zhī shāng,无,0
无父无君,wú fù wú jūn,无,0
无根而固,wú gēn ér gù,《管子·戒》管仲复于桓公曰‘无翼而飞者，声也；无根而固者，情也。’,0
无根无蒂,wú gēn wú dì,汉·班固《答宾戏》徒乐枕经藉书，纡体衡门，上无所蒂，下无所根。,0
无功而禄,wú gōng ér lù,无,0
